SeqID,County,ID,State,Route,Order,Direction,Notes,LumpID,Parent,Mileage Notes,SliverID,County2,State2,Manual Miles,Miles
1,Los Angeles,211,CA,I.10,1,WE,,,,,,Los Angeles,CA,,48.6
2,San Bernardino,228,CA,I.10,2,WE,,,,,,San Bernardino,CA,,39.2
3,Riverside,225,CA,I.10,3,WE,,,,,,Riverside,CA,,156.2
4,La Paz,109,AZ,I.10,4,WE,,,,,,La Paz,AZ,,70.8
5,Maricopa,110,AZ,I.10,5,WE,,,,,,Maricopa,AZ,,98.6
6,Pinal,114,AZ,I.10,6,WE,,,,,,Pinal,AZ,,64.1
7,Pima,113,AZ,I.10,7,WE,,,,,,Pima,AZ,,64.2
8,Cochise,104,AZ,I.10,8,WE,,,,,,Cochise,AZ,,95.5
9,Hidalgo,1818,NM,I.10,9,WE,,,,,,Hidalgo,NM,,34.3
10,Grant,1815,NM,I.10,10,WE,,,,,,Grant,NM,,20.3
11,Luna,1822,NM,I.10,11,WE,,,,,,Luna,NM,,55.9
12,Doña Ana,1813,NM,I.10,12,WE,,,,,,Doña Ana,NM,,54.4
13,El Paso,2685,TX,I.10,13,WE,,,,,,El Paso,TX,,61.9
14,Hudspeth,2730,TX,I.10,14,WE,,,,,,Hudspeth,TX,,74
15,Culberson,2670,TX,I.10,15,WE,,,,,,Culberson,TX,,43.8
16,Jeff Davis,2737,TX,I.10,16,WE,,,,,,Jeff Davis,TX,,7.1
17,Reeves,2810,TX,I.10,17,WE,,,,,,Reeves,TX,,41.6
18,Pecos,2801,TX,I.10,18,WE,,,,,,Pecos,TX,,101.1
19,Crockett,2668,TX,I.10,19,WE,,,,,,Crockett,TX,,53.2
20,Sutton,2833,TX,I.10,20,WE,,,,,,Sutton,TX,,54.2
21,Kimble,2749,TX,I.10,21,WE,,,,,,Kimble,TX,,44
22,Kerr,2748,TX,I.10,22,WE,Reentry from East,,,,2001,Kerr,TX,,15.3
23,Gillespie,2701,TX,I.10,23,WE,,,,,,Gillespie,TX,,6
24,Kerr,2748,TX,I.10,24,WE,Reentry from West,,,,3001,Kerr,TX,,22.5
25,Kendall,2745,TX,I.10,25,WE,,,,,,Kendall,TX,,22.9
26,Bexar,2630,TX,I.10,26,WE,,,,,,Bexar,TX,,49.2
27,Guadalupe,2709,TX,I.10,27,WE,,,,,,Guadalupe,TX,,35.9
28,Caldwell,2643,TX,I.10,28,WE,,,,,,Caldwell,TX,,4.7
29,Gonzales,2704,TX,I.10,29,WE,,,,,,Gonzales,TX,,22.5
30,Fayette,2690,TX,I.10,30,WE,,,,,,Fayette,TX,,23
31,Colorado,2660,TX,I.10,31,WE,,,,,,Colorado,TX,,32.4
32,Austin,2623,TX,I.10,32,WE,,,,,,Austin,TX,,16.2
33,Waller,2852,TX,I.10,33,WE,,,,,,Waller,TX,,11.1
34,Fort Bend,2694,TX,I.10,34,WE,,,,,,Fort Bend,TX,,2.7
35,Harris,2716,TX,I.10,35,WE,,,,,,Harris,TX,,56.2
36,Chambers,2651,TX,I.10,36,WE,,,,,,Chambers,TX,,34.5
37,Jefferson,2738,TX,I.10,37,WE,,,,,,Jefferson,TX,,24.4
38,Orange,2796,TX,I.10,38,WE,,,,,,Orange,TX,,25
39,Calcasieu,1131,LA,I.10,39,WE,,,,,,Calcasieu,LA,,44.4
40,Jefferson Davis,1148,LA,I.10,40,WE,,,,,,Jefferson Davis,LA,,22.6
41,Acadia,1122,LA,I.10,41,WE,,,,,,Acadia,LA,,27.2
42,Lafayette,1149,LA,I.10,42,WE,,,,,,Lafayette,LA,,14.1
43,St. Martin,1171,LA,I.10,43,WE,,,,,,St. Martin,LA,,19.3
44,Iberville,1145,LA,I.10,44,WE,,,,,,Iberville,LA,,14.9
45,West Baton Rouge,1182,LA,I.10,45,WE,,,,,,West Baton Rouge,LA,,13.1
46,East Baton Rouge,1138,LA,I.10,46,WE,,,,,,East Baton Rouge,LA,,13.9
47,Ascension,1124,LA,I.10,47,WE,,,,,,Ascension,LA,,21.6
48,St. James,1168,LA,I.10,48,WE,,,,,,St. James,LA,,6.8
49,St. John the Baptist,1169,LA,I.10,49,WE,,,,,,St. John the Baptist,LA,,14.8
50,St. Charles,1166,LA,I.10,50,WE,,,,,,St. Charles,LA,,9.5
51,Jefferson,1147,LA,I.10,51,WE,,,,,,Jefferson,LA,,9.6
52,Orleans,1157,LA,I.10,52,WE,,,,,,Orleans,LA,,27.2
53,St. Tammany,1173,LA,I.10,53,WE,,,,,,St. Tammany,LA,,16.1
54,Hancock,1433,MS,I.10,54,WE,,,,,,Hancock,MS,,19.1
55,Harrison,1434,MS,I.10,55,WE,,,,,,Harrison,MS,,28.8
56,Jackson,1440,MS,I.10,56,WE,,,,,,Jackson,MS,,29.9
57,Mobile,49,AL,I.10,57,WE,,,,,,Mobile,AL,,29.2
58,Baldwin,2,AL,I.10,58,WE,,,,,,Baldwin,AL,,37.4
59,Escambia,343,FL,I.10,59,WE,,,,,,Escambia,FL,,17.9
60,Santa Rosa,384,FL,I.10,60,WE,,,,,,Santa Rosa,FL,,24.7
61,Okaloosa,373,FL,I.10,61,WE,,,,,,Okaloosa,FL,,24.7
62,Walton,393,FL,I.10,62,WE,,,,,,Walton,FL,,27.5
63,Holmes,356,FL,I.10,63,WE,,,,,,Holmes,FL,,15.6
64,Washington,394,FL,I.10,64,WE,,,,,,Washington,FL,,16.8
65,Jackson,358,FL,I.10,65,WE,,,,,,Jackson,FL,,33.7
66,Gadsden,346,FL,I.10,66,WE,,,,,,Gadsden,FL,,32.9
67,Leon,363,FL,I.10,67,WE,,,,,,Leon,FL,,22.2
68,Jefferson,359,FL,I.10,68,WE,,,,,,Jefferson,FL,,19.5
69,Madison,366,FL,I.10,69,WE,,,,,,Madison,FL,,32.8
70,Suwannee,388,FL,I.10,70,WE,,,,,,Suwannee,FL,,25.5
71,Columbia,339,FL,I.10,71,WE,,,,,,Columbia,FL,,20.7
72,Baker,329,FL,I.10,72,WE,,,,,,Baker,FL,,25.5
73,Nassau,372,FL,I.10,73,WE,,,,,,Nassau,FL,,0.7
74,Duval,342,FL,I.10,74,WE,,,,,,Duval,FL,,21.5
75,Los Angeles,211,CA,I.105,1,WE,,,,FHWA,,Los Angeles,CA,17.64,17.8
76,Lane,2242,OR,I.105,2,WE,,,,GE,,Lane,OR,3.48,3.5
77,Clark,1759,NV,I.11,1,SN,,,,,,Clark,NV,54.19,54.4
78,Los Angeles,211,CA,I.110,1,SN,,,,GE,,Los Angeles,CA,21.4,21.3
79,El Paso,2685,TX,I.110,2,SN,,,,W,,El Paso,TX,0.92,1.1
80,East Baton Rouge,1138,LA,I.110,3,SN,,,,W,,East Baton Rouge,LA,9.06,8.8
81,Harrison,1434,MS,I.110,4,SN,,,,W,,Harrison,MS,4.1,4.1
82,Escambia,343,FL,I.110,5,SN,,,,W,,Escambia,FL,6.34,6.4
83,Silver Bow,1655,MT,I.115,1,WE,,,,W,,Silver Bow,MT,1.19,1.2
84,East Baton Rouge,1138,LA,I.12,1,WE,,,,,,East Baton Rouge,LA,,8.5
85,Livingston,1153,LA,I.12,2,WE,,,,,,Livingston,LA,,25.9
86,Tangipahoa,1174,LA,I.12,3,WE,,,,,,Tangipahoa,LA,,18.9
87,St. Tammany,1173,LA,I.12,4,WE,,,,,,St. Tammany,LA,,33.5
88,Hamilton,2553,TN,I.124,1,SN,,,,,,Hamilton,TN,1.97,1.9
89,Richland,2448,SC,I.126,1,WE,,,,W,,Richland,SC,3.68,3.5
90,Dakota,1686,NE,I.129,1,WE,,,,W,,Dakota,NE,0.29,3.2
91,Woodbury,894,IA,I.129,2,WE,,,,W,,Woodbury,IA,3.21,0.3
92,Sedgwick,983,KS,I.135,1,SN,,,,,,Sedgwick,KS,,22.2
93,Harvey,936,KS,I.135,2,SN,,,,,,Harvey,KS,,20.8
94,McPherson,955,KS,I.135,3,SN,,,,,,McPherson,KS,,33.8
95,Saline,981,KS,I.135,4,SN,,,,,,Saline,KS,,18.8
96,Coryell,2665,TX,I.14,1,WE,,,,,,Coryell,TX,,3.1
97,Bell,2629,TX,I.14,2,WE,,,,,,Bell,TX,,22.1
98,Knox,2567,TN,I.140,1,WE,,,,GE,,Knox,TN,9,9
99,Blount,2525,TN,I.140,2,WE,,,,GE,,Blount,TN,4.98,4.9
100,Brunswick,1910,NC,I.140,3,WE,,,,GE,,Brunswick,NC,10.4,10.4
101,New Hanover,1965,NC,I.140,4,WE,,,,GE,,New Hanover,NC,9.1,9.2
102,San Diego,229,CA,I.15,1,SN,,,,,,San Diego,CA,,48.2
103,Riverside,225,CA,I.15,2,SN,,,,,,Riverside,CA,,52.6
104,San Bernardino,228,CA,I.15,3,SN,,,,,,San Bernardino,CA,,185.7
105,Clark,1759,NV,I.15,4,SN,,,,W,,Clark,NV,123.76,123.2
106,Mohave,111,AZ,I.15,5,SN,,,,W,,Mohave,AZ,29.43,29.3
107,Washington,2907,UT,I.15,6,SN,,,,,,Washington,UT,,42.1
108,Iron,2891,UT,I.15,7,SN,,,,,,Iron,UT,,58.9
109,Beaver,2881,UT,I.15,8,SN,,,,,,Beaver,UT,,30.7
110,Millard,2894,UT,I.15,9,SN,,,,,,Millard,UT,,62.1
111,Juab,2892,UT,I.15,10,SN,,,,,,Juab,UT,,47.5
112,Utah,2905,UT,I.15,11,SN,,,,,,Utah,UT,,44.4
113,Salt Lake,2898,UT,I.15,12,SN,,,,,,Salt Lake,UT,,26.5
114,Davis,2886,UT,I.15,13,SN,,,,,,Davis,UT,,25.6
115,Weber,2909,UT,I.15,14,SN,,,,,,Weber,UT,,13.7
116,Box Elder,2882,UT,I.15,15,SN,,,,,,Box Elder,UT,,49.2
117,Oneida,595,ID,I.15,16,SN,,,,,,Oneida,ID,,25
118,Bannock,562,ID,I.15,17,SN,,,,,,Bannock,ID,,55
119,Bingham,565,ID,I.15,18,SN,,,,,,Bingham,ID,,31.9
120,Bonneville,569,ID,I.15,19,SN,,,,,,Bonneville,ID,,15.8
121,Jefferson,585,ID,I.15,20,SN,,,,,,Jefferson,ID,,31.2
122,Clark,576,ID,I.15,21,SN,,,,,,Clark,ID,,37.2
123,Beaverhead,1609,MT,I.15,22,SN,,,,,,Beaverhead,MT,,85.8
124,Madison,1636,MT,I.15,23,SN,,,,,,Madison,MT,,7.6
125,Silver Bow,1655,MT,I.15,24,SN,,,,,,Silver Bow,MT,,40.4
126,Jefferson,1630,MT,I.15,25,SN,,,,,,Jefferson,MT,,55.9
127,Lewis and Clark,1633,MT,I.15,26,SN,,,,,,Lewis and Clark,MT,,50
128,Cascade,1615,MT,I.15,27,SN,,,,,,Cascade,MT,,60.9
129,Teton,1658,MT,I.15,28,SN,,,,,,Teton,MT,,21.4
130,Pondera,1645,MT,I.15,29,SN,,,,,,Pondera,MT,,30.7
131,Toole,1659,MT,I.15,30,SN,,,,,,Toole,MT,,43.8
132,Pemiscot,1570,MO,I.155,1,WE,,,,W,,Pemiscot,MO,10.72,10.5
133,Dyer,2543,TN,I.155,2,WE,,,,W,,Dyer,TN,15.9,15.9
134,Logan,657,IL,I.155,3,SN,,,,,,Logan,IL,,11
135,Tazewell,693,IL,I.155,4,SN,,,,,,Tazewell,IL,,20.9
136,Bibb,405,GA,I.16,1,WE,,,,,,Bibb,GA,,8.9
137,Twiggs,537,GA,I.16,2,WE,,,,,,Twiggs,GA,,22.6
138,Bleckley,406,GA,I.16,3,WE,,,,,,Bleckley,GA,,1.6
139,Laurens,481,GA,I.16,4,WE,,,,,,Laurens,GA,,31.6
140,Treutlen,534,GA,I.16,5,WE,,,,,,Treutlen,GA,,18.4
141,Emanuel,447,GA,I.16,6,WE,,,,,,Emanuel,GA,,10
142,Candler,415,GA,I.16,7,WE,,,,,,Candler,GA,,17.3
143,Bulloch,410,GA,I.16,8,WE,,,,,,Bulloch,GA,,25.9
144,Bryan,409,GA,I.16,9,WE,,,,,,Bryan,GA,,8.9
145,Effingham,445,GA,I.16,10,WE,,,,,,Effingham,GA,,2.9
146,Chatham,419,GA,I.16,11,WE,,,,,,Chatham,GA,,16.4
147,Mobile,49,AL,I.165,1,SN,,,,W,,Mobile,AL,5.07,4.8
148,Warren,1115,KY,I.165,2,SN,,,,,,Warren,KY,,18.1
149,Butler,1017,KY,I.165,3,SN,,,,,,Butler,KY,,16.9
150,Ohio,1093,KY,I.165,4,SN,,,,,,Ohio,KY,,24.2
151,Daviess,1031,KY,I.165,5,SN,,,,,,Daviess,KY,,11.2
152,Cameron,2646,TX,I.169,1,WE,,,,W,,Cameron,TX,9.74,10.3
153,Christian,1025,KY,I.169,2,SN,,,,,,Christian,KY,,28
154,Hopkins,1055,KY,I.169,3,SN,,,,,,Hopkins,KY,,6.7
155,Maricopa,110,AZ,I.17,1,SN,,,,,,Maricopa,AZ,,47.5
156,Yavapai,116,AZ,I.17,2,SN,,,,,,Yavapai,AZ,,68.3
157,Coconino,105,AZ,I.17,3,SN,,,,,,Coconino,AZ,,29
158,St. Louis,1588,MO,I.170,1,SN,,,,W,,St. Louis,MO,11.17,11
159,Pike,678,IL,I.172,1,SN,,,,,,Pike,IL,,0.7
160,Adams,604,IL,I.172,2,SN,,,,,,Adams,IL,,18.9
161,Pinellas,379,FL,I.175,1,WE,,,,W,,Pinellas,FL,1.37,1.2
162,Berks,2264,PA,I.176,1,SN,,,,W,,Berks,PA,11.35,11.8
163,Laramie,3263,WY,I.180,1,SN,,,,W,,Laramie,WY,1.09,1.1
164,Lancaster,1719,NE,I.180,2,SN,,,,W,,Lancaster,NE,3.47,3.4
165,Putnam,681,IL,I.180,3,SN,,,,,,Putnam,IL,,1.1
166,Bureau,609,IL,I.180,4,SN,,,,,,Bureau,IL,,12.2
167,Lycoming,2299,PA,I.180,5,CCW,,,,,,Lycoming,PA,,19
168,Northumberland,2307,PA,I.180,6,CCW,,,,,,Northumberland,PA,,9.5
169,Benton,3089,WA,I.182,1,WE,,,,,,Benton,WA,,6
170,Franklin,3097,WA,I.182,2,WE,,,,,,Franklin,WA,,8.3
171,Ada,560,ID,I.184,1,WE,,,,W,,Ada,ID,3.62,4.5
172,Muscogee,500,GA,I.185,1,SN,,,,,,Muscogee,GA,,14.5
173,Harris,466,GA,I.185,2,SN,,,,,,Harris,GA,,20.6
174,Troup,535,GA,I.185,3,SN,,,,,,Troup,GA,,14.5
175,Greenville,2431,SC,I.185,4,CCW,,,,W,,Greenville,SC,17.7,17.8
176,Chittenden,2913,VT,I.189,1,WE,,,,W,,Chittenden,VT,1.49,1.53
177,Santa Cruz,115,AZ,I.19,1,SN,,,,GE,,Santa Cruz,AZ,30,30
178,Pima,113,AZ,I.19,2,SN,,,,GE,,Pima,AZ,33.9,33.5
179,Pennington,2506,SD,I.190,1,SN,,,,W,,Pennington,SD,1.72,1.8
180,Cook,619,IL,I.190,2,WE,,,,W,,Cook,IL,3.07,2.9
181,Erie,1853,NY,I.190,3,SN,,,,,,Erie,NY,,20.7
182,Niagara,1870,NY,I.190,4,SN,,,,,,Niagara,NY,,7.6
183,Worcester,1240,MA,I.190,5,SN,,,,W,,Worcester,MA,19.26,19.5
184,Morton,2030,ND,I.194,1,SN,,,,W,,Morton,ND,1.1,1.1
185,Calhoun,1253,MI,I.194,2,SN,,,,W,,Calhoun,MI,3.37,3.5
186,Miami-Dade,370,FL,I.195,1,WE,,,,W,,Miami-Dade,FL,4.42,4.5
187,"Richmond, City of",2999,VA,I.195,2,SN,Reentry from North,3,,,2001,"Richmond, City of",VA,,2.52
188,Henrico,2997,VA,I.195,3,SN,,3,1,,,Henrico,VA,,0.4
189,"Richmond, City of",2999,VA,I.195,4,SN,Reentry from South,3,,,3001,"Richmond, City of",VA,0.48,0.48
190,Anne Arundel,1203,MD,I.195,5,SN,,,,,,Anne Arundel,MD,,2.5
191,Baltimore,1205,MD,I.195,6,SN,,,,,,Baltimore,MD,,2.8
192,Mercer,1795,NJ,I.195,7,WE,,,,,,Mercer,NJ,,8.5
193,Monmouth,1797,NJ,I.195,8,WE,Reentry from East,,,,2002,Monmouth,NJ,,7.99
194,Ocean,1799,NJ,I.195,9,WE,,,,,,Ocean,NJ,,8.8
195,Monmouth,1797,NJ,I.195,10,WE,Reentry from West,,,,3002,Monmouth,NJ,,8.51
196,Providence,2407,RI,I.195,11,WE,,,,,,Providence,RI,,3.7
197,Bristol,1229,MA,I.195,12,WE,,,,,,Bristol,MA,,28.8
198,Plymouth,1238,MA,I.195,13,WE,,,,,,Plymouth,MA,,10.9
199,York,1201,ME,I.195,14,WE,,,,W,,York,ME,1.55,2.4
200,Berrien,1251,MI,I.196,1,SN,,,,,,Berrien,MI,,8.1
201,Van Buren,1320,MI,I.196,2,SN,,,,,,Van Buren,MI,,13.6
202,Allegan,1243,MI,I.196,3,SN,,,,,,Allegan,MI,,29.7
203,Ottawa,1310,MI,I.196,4,SN,,,,,,Ottawa,MI,,15.7
204,Kent,1281,MI,I.196,5,SN,,,,,,Kent,MI,,13.9
205,Hidalgo,2723,TX,I.2,1,WE,,,,W,,Hidalgo,TX,37.36,38.3
206,Cameron,2646,TX,I.2,2,WE,,,,W,,Cameron,TX,9.44,9.6
207,Reeves,2810,TX,I.20,1,WE,,,,,,Reeves,TX,,48.1
208,Ward,2853,TX,I.20,2,WE,,,,,,Ward,TX,,40.7
209,Crane,2667,TX,I.20,3,WE,,,,,,Crane,TX,,1.6
210,Ector,2683,TX,I.20,4,WE,,,,,,Ector,TX,,31.7
211,Midland,2780,TX,I.20,5,WE,,,,,,Midland,TX,,27.8
212,Martin,2771,TX,I.20,6,WE,,,,,,Martin,TX,,13.5
213,Howard,2729,TX,I.20,7,WE,,,,,,Howard,TX,,33.7
214,Mitchell,2783,TX,I.20,8,WE,,,,,,Mitchell,TX,,32.2
215,Nolan,2792,TX,I.20,9,WE,,,,,,Nolan,TX,,32.1
216,Taylor,2836,TX,I.20,10,WE,,,,,,Taylor,TX,,32.6
217,Callahan,2645,TX,I.20,11,WE,,,,,,Callahan,TX,,30.7
218,Eastland,2682,TX,I.20,12,WE,,,,,,Eastland,TX,,40.2
219,Erath,2687,TX,I.20,13,WE,,,,,,Erath,TX,,6
220,Palo Pinto,2797,TX,I.20,14,WE,,,,,,Palo Pinto,TX,,20.6
221,Parker,2799,TX,I.20,15,WE,,,,,,Parker,TX,,33.2
222,Tarrant,2835,TX,I.20,16,WE,,,,,,Tarrant,TX,,31.2
223,Dallas,2672,TX,I.20,17,WE,,,,,,Dallas,TX,,31.8
224,Kaufman,2744,TX,I.20,18,WE,,,,,,Kaufman,TX,,27.1
225,Van Zandt,2849,TX,I.20,19,WE,,,,,,Van Zandt,TX,,30.3
226,Smith,2827,TX,I.20,20,WE,,,,,,Smith,TX,,36.3
227,Gregg,2707,TX,I.20,21,WE,,,,,,Gregg,TX,,17.1
228,Harrison,2717,TX,I.20,22,WE,,,,,,Harrison,TX,,39.4
229,Caddo,1130,LA,I.20,23,WE,,,,,,Caddo,LA,,19.7
230,Bossier,1129,LA,I.20,24,WE,,,,,,Bossier,LA,,18.5
231,Webster,1181,LA,I.20,25,WE,,,,,,Webster,LA,,16.3
232,Bienville,1128,LA,I.20,26,WE,,,,,,Bienville,LA,,17.4
233,Lincoln,1152,LA,I.20,27,WE,,,,,,Lincoln,LA,,27.5
234,Ouachita,1158,LA,I.20,28,WE,,,,,,Ouachita,LA,,28.6
235,Richland,1163,LA,I.20,29,WE,,,,,,Richland,LA,,27.6
236,Madison,1154,LA,I.20,30,WE,,,,,,Madison,LA,,34.7
237,Warren,1485,MS,I.20,31,WE,,,,,,Warren,MS,,17.5
238,Hinds,1435,MS,I.20,32,WE,,,,,,Hinds,MS,,28.6
239,Rankin,1471,MS,I.20,33,WE,,,,,,Rankin,MS,,27.4
240,Scott,1472,MS,I.20,34,WE,,,,,,Scott,MS,,24.7
241,Newton,1461,MS,I.20,35,WE,,,,,,Newton,MS,,24.6
242,Lauderdale,1448,MS,I.20,36,WE,,,,,,Lauderdale,MS,,32.6
243,Sumter,60,AL,I.20,37,WE,,,,,,Sumter,AL,,27.2
244,Greene,32,AL,I.20,38,WE,,,,,,Greene,AL,,28.4
245,Tuscaloosa,63,AL,I.20,39,WE,,,,,,Tuscaloosa,AL,,45.9
246,Jefferson,37,AL,I.20,40,WE,,,,,,Jefferson,AL,,42.2
247,St. Clair,58,AL,I.20,41,WE,,,,,,St. Clair,AL,,21.8
248,Talladega,61,AL,I.20,42,WE,,,,,,Talladega,AL,,18.1
249,Calhoun,8,AL,I.20,43,WE,,,,,,Calhoun,AL,,11.3
250,Cleburne,15,AL,I.20,44,WE,,,,,,Cleburne,AL,,21.1
251,Haralson,465,GA,I.20,45,WE,,,,,,Haralson,GA,,9.6
252,Carroll,416,GA,I.20,46,WE,,,,,,Carroll,GA,,16
253,Douglas,442,GA,I.20,47,WE,,,,,,Douglas,GA,,18.9
254,Cobb,427,GA,I.20,48,WE,,,,,,Cobb,GA,,3.6
255,Fulton,454,GA,I.20,49,WE,,,,,,Fulton,GA,,11.6
256,DeKalb,438,GA,I.20,50,WE,,,,,,DeKalb,GA,,17.5
257,Rockdale,516,GA,I.20,51,WE,,,,,,Rockdale,GA,,8.5
258,Newton,501,GA,I.20,52,WE,,,,,,Newton,GA,,15.1
259,Walton,541,GA,I.20,53,WE,,,,,,Walton,GA,,1.5
260,Morgan,498,GA,I.20,54,WE,,,,,,Morgan,GA,,24.3
261,Greene,460,GA,I.20,55,WE,,,,,,Greene,GA,,16.4
262,Taliaferro,525,GA,I.20,56,WE,,,,,,Taliaferro,GA,,10.1
263,Warren,543,GA,I.20,57,WE,,,,,,Warren,GA,,13
264,McDuffie,491,GA,I.20,58,WE,,,,,,McDuffie,GA,,11.9
265,Columbia,430,GA,I.20,59,WE,,,,,,Columbia,GA,,16.9
266,Richmond,515,GA,I.20,60,WE,,,,,,Richmond,GA,,6.7
267,Aiken,2410,SC,I.20,61,WE,,,,,,Aiken,SC,,37.5
268,Lexington,2440,SC,I.20,62,WE,,,,,,Lexington,SC,,27.2
269,Richland,2448,SC,I.20,63,WE,,,,,,Richland,SC,,20.3
270,Kershaw,2436,SC,I.20,64,WE,,,,,,Kershaw,SC,,22.1
271,Lee,2439,SC,I.20,65,WE,,,,,,Lee,SC,,19.2
272,Darlington,2424,SC,I.20,66,WE,,,,,,Darlington,SC,,13.3
273,Florence,2429,SC,I.20,67,WE,,,,,,Florence,SC,,2.5
274,Alameda,193,CA,I.205,1,WE,,,,,,Alameda,CA,,0.4
275,San Joaquin,231,CA,I.205,2,WE,,,,,,San Joaquin,CA,,12.7
276,Washington,2256,OR,I.205,3,CCW,,,,,,Washington,OR,,1.2
277,Clackamas,2225,OR,I.205,4,CCW,,,,,,Clackamas,OR,,15.3
278,Multnomah,2248,OR,I.205,5,CCW,,,,,,Multnomah,OR,,10.1
279,Clark,3092,WA,I.205,6,CCW,,,,,,Clark,WA,,10.9
280,Los Angeles,211,CA,I.210,1,WE,,,,GE,,Los Angeles,CA,43.8,44
281,Calcasieu,1131,LA,I.210,2,WE,,,,W,,Calcasieu,LA,12.4,12.8
282,Riverside,225,CA,I.215,1,SN,,,,,,Riverside,CA,,37.2
283,San Bernardino,228,CA,I.215,2,SN,,,,,,San Bernardino,CA,,18.2
284,Clark,1759,NV,I.215,3,WE,,,,,,Clark,NV,11.17,11.2
285,Salt Lake,2898,UT,I.215,4,CCW,,,,,,Salt Lake,UT,,27.1
286,Davis,2886,UT,I.215,5,CCW,,,,,,Davis,UT,,1.7
287,DeSoto,1427,MS,I.22,1,WE,,,,,,DeSoto,MS,,0.1
288,Marshall,1457,MS,I.22,2,WE,,,,,,Marshall,MS,,30.2
289,Benton,1415,MS,I.22,3,WE,,,,,,Benton,MS,,8
290,Union,1483,MS,I.22,4,WE,,,,,,Union,MS,,25.4
291,Pontotoc,1468,MS,I.22,5,WE,,,,,,Pontotoc,MS,,2.6
292,Lee,1451,MS,I.22,6,WE,,,,,,Lee,MS,,17.3
293,Itawamba,1439,MS,I.22,7,WE,,,,,,Itawamba,MS,,22
294,Marion,47,AL,I.22,8,WE,,,,,,Marion,AL,,38.3
295,Walker,64,AL,I.22,9,WE,,,,,,Walker,AL,,41.5
296,Jefferson,37,AL,I.22,10,WE,,,,,,Jefferson,AL,,15.9
297,Caddo,1130,LA,I.220,1,WE,,,,,,Caddo,LA,,8.7
298,Bossier,1129,LA,I.220,2,WE,,,,,,Bossier,LA,,8.9
299,Hinds,1435,MS,I.220,3,SN,,,,,,Hinds,MS,,9.6
300,Madison,1455,MS,I.220,4,SN,,,,,,Madison,MS,,2
301,Denver,267,CO,I.225,1,SN,,,,,,Denver,CO,,1.5
302,Arapahoe,253,CO,I.225,2,SN,,,,,,Arapahoe,CO,,8.4
303,Adams,251,CO,I.225,3,SN,,,,,,Adams,CO,,2.2
304,Buchanan,1503,MO,I.229,1,SN,,,,,,Buchanan,MO,,10.1
305,Andrew,1494,MO,I.229,2,SN,,,,,,Andrew,MO,,4.6
306,Minnehaha,2503,SD,I.229,3,SN,,,,,,Minnehaha,SD,,9.2
307,Lincoln,2495,SD,I.229,4,SN,,,,,,Lincoln,SD,,1.9
308,Sedgwick,983,KS,I.235,1,SN,,,,W,,Sedgwick,KS,5.38,16.4
309,Oklahoma,2200,OK,I.235,2,SN,,,,W,,Oklahoma,OK,16.52,4.8
310,Polk,874,IA,I.235,3,CCW,,,,W,,Polk,IA,13.78,14.1
311,Alameda,193,CA,I.238,1,WE,,,,GE,,Alameda,CA,2.51,2.5
312,Williamson,703,IL,I.24,1,WE,,,,,,Williamson,IL,,0.4
313,Johnson,647,IL,I.24,2,WE,,,,,,Johnson,IL,,22
314,Massac,664,IL,I.24,3,WE,,,,,,Massac,IL,,15.1
315,McCracken,1080,KY,I.24,4,WE,,,,,,McCracken,KY,,17.2
316,Marshall,1077,KY,I.24,5,WE,,,,,,Marshall,KY,,12
317,Livingston,1071,KY,I.24,6,WE,,,,,,Livingston,KY,,4.5
318,Lyon,1073,KY,I.24,7,WE,,,,,,Lyon,KY,,20.9
319,Caldwell,1018,KY,I.24,8,WE,,,,,,Caldwell,KY,,2.5
320,Trigg,1112,KY,I.24,9,WE,,,,,,Trigg,KY,,12.4
321,Christian,1025,KY,I.24,10,WE,,,,,,Christian,KY,,23.4
322,Montgomery,2583,TN,I.24,11,WE,,,,,,Montgomery,TN,,17.1
323,Robertson,2594,TN,I.24,12,WE,Reentry from East,,,,2001,Robertson,TN,,8.04
324,Cheatham,2531,TN,I.24,13,WE,Reentry from East,,,,2002,Cheatham,TN,,0.64
325,Robertson,2594,TN,I.24,14,WE,Reentry from West,,,,3001,Robertson,TN,,2.36
326,Cheatham,2531,TN,I.24,15,WE,Reentry from West,,,,3002,Cheatham,TN,,3.56
327,Davidson,2539,TN,I.24,16,WE,,,,,,Davidson,TN,,31.1
328,Rutherford,2595,TN,I.24,17,WE,,,,,,Rutherford,TN,,33.1
329,Bedford,2522,TN,I.24,18,WE,,,,,,Bedford,TN,,0.4
330,Coffee,2536,TN,I.24,19,WE,,,,,,Coffee,TN,,30
331,Grundy,2551,TN,I.24,20,WE,,,,,,Grundy,TN,,7.3
332,Marion,2576,TN,I.24,21,WE,,,,,,Marion,TN,,32
333,Hamilton,2553,TN,I.24,22,WE,Reentry from East,,,,2003,Hamilton,TN,,0.32
334,Dade,435,GA,I.24,23,WE,,,,,,Dade,GA,,4.1
335,Hamilton,2553,TN,I.24,24,WE,Reentry from West,,,,3003,Hamilton,TN,,13.98
336,Oklahoma,2200,OK,I.240,1,WE,,,,W,,Oklahoma,OK,26.8,22.5
337,Shelby,2599,TN,I.240,2,CCW,,,,W,,Shelby,TN,19.27,19.5
338,Buncombe,1911,NC,I.240,3,WE,,,,W,,Buncombe,NC,9.14,9.5
